Gender,Age,Occupation,Income,visit_URL,publisher,Personalized_Info,Day_of_Week,Browse_Time,phone_brand,Call_Time
female,30_40,housewife,low,Vacation_Deals,Maybank,Stock_Gold_Insurance,Sunday,Morning,Samsung,morning
female,20_30,admin,high,Vacation_Deals,Maybank,Stock_Gold_Insurance,Sunday,Morning,XiaoMi,morning
male,30_40,housewife,low,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Sunday,Morning,XiaoMi,night
male,below_20,managers,moderate,Government_Policy,Maybank,Stock_Gold_Insurance,Monday,Noon,XiaoMi,noon
female,below_20,machinery,low,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Monday,Noon,Samsung,night
male,30_40,machinery,moderate,eBanking,Maybank,Stock_Gold_Insurance,Monday,Noon,Sony,morning
male,20_30,admin,low,Vacation_Deals,Maybank,Stock_Gold_Insurance,Monday,Noon,XiaoMi,evening
male,50_60,managers,high,Properties,Maybank,Stock_Gold_Insurance,Monday,Noon,Apple,morning
male,20_30,managers,low,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Monday,Noon,HTC,morning
female,30_40,admin,low,Government_Policy,Maybank,Stock_Gold_Insurance,Monday,Noon,Nokia,afternoon
male,20_30,technicians,moderate,Government_Policy,Maybank,Stock_Gold_Insurance,Monday,Noon,Apple,night
male,20_30,housewife,low,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Monday,Noon,Samsung,morning
male,20_30,admin,moderate,CheapFlights,Maybank,Stock_Gold_Insurance,Monday,Morning,Lenovo,noon
female,20_30,technicians,low,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Thursday,Noon,Lenovo,evening
male,50_60,machinery,high,Properties,Maybank,Stock_Gold_Insurance,Thursday,Noon,HTC,morning
female,20_30,student,moderate,Government_Policy,Maybank,Stock_Gold_Insurance,Thursday,Noon,XiaoMi,noon
male,30_40,admin,moderate,Vacation_Deals,Maybank,Stock_Gold_Insurance,Thursday,Noon,Lenovo,noon
male,below_20,housewife,high,CheapFlights,Maybank,Stock_Gold_Insurance,Saturday,Morning,Nokia,night
female,30_40,student,high,CheapFlights,Maybank,Stock_Gold_Insurance,Saturday,Morning,Sony,evening
male,below_20,managers,moderate,Government_Policy,Maybank,Stock_Gold_Insurance,Saturday,Morning,Apple,night
female,20_30,admin,high,Properties,Maybank,Stock_Gold_Insurance,Sunday,Morning,Apple,night
male,30_40,machinery,low,CheapFlights,Maybank,Stock_Gold_Insurance,Sunday,Morning,Samsung,night
male,50_60,admin,high,eBanking,Maybank,Stock_Gold_Insurance,Wednesday,Morning,Lenovo,afternoon
male,20_30,machinery,high,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Wednesday,Morning,Lenovo,evening
female,below_20,technicians,high,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Wednesday,Morning,Nokia,morning
female,30_40,sales,low,CheapFlights,Maybank,Stock_Gold_Insurance,Wednesday,Morning,Lenovo,noon
male,30_40,student,low,eBanking,Maybank,Stock_Gold_Insurance,Wednesday,Morning,XiaoMi,evening
male,50_60,sales,high,CheapFlights,Maybank,Stock_Gold_Insurance,Wednesday,Morning,Sony,morning
female,50_60,machinery,low,CheapFlights,Maybank,Stock_Gold_Insurance,Wednesday,Morning,Sony,noon
female,50_60,housewife,moderate,Vacation_Deals,Maybank,Stock_Gold_Insurance,Wednesday,Noon,Sony,afternoon
female,20_30,technicians,high,eBanking,Maybank,Stock_Gold_Insurance,Wednesday,Noon,Lenovo,evening
female,50_60,machinery,moderate,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Tuesday,Morning,Apple,evening
female,below_20,sales,low,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Tuesday,Morning,Samsung,night
female,50_60,student,moderate,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Tuesday,Morning,Acer,noon
female,below_20,technicians,low,Government_Policy,Maybank,Stock_Gold_Insurance,Tuesday,Morning,Lenovo,morning
female,50_60,student,moderate,Government_Policy,Maybank,Stock_Gold_Insurance,Tuesday,Morning,Sony,evening
female,30_40,managers,low,CheapFlights,Maybank,Stock_Gold_Insurance,Tuesday,Morning,Lenovo,noon
male,20_30,managers,low,Government_Policy,Maybank,Stock_Gold_Insurance,Thursday,Morning,Nokia,night
female,30_40,admin,low,Properties,Maybank,Stock_Gold_Insurance,Thursday,Morning,HTC,night
male,30_40,admin,moderate,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Thursday,Morning,XiaoMi,afternoon
female,50_60,admin,high,Properties,Maybank,Stock_Gold_Insurance,Thursday,Morning,Nokia,noon
male,30_40,housewife,moderate,Government_Policy,Maybank,Stock_Gold_Insurance,Thursday,Morning,Nokia,morning
female,below_20,student,low,Properties,Maybank,Stock_Gold_Insurance,Thursday,Morning,Apple,morning
female,30_40,machinery,high,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Thursday,Morning,Samsung,morning
female,below_20,technicians,high,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Thursday,Morning,XiaoMi,afternoon
male,30_40,housewife,low,Properties,Maybank,Stock_Gold_Insurance,Thursday,Morning,Samsung,morning
male,30_40,machinery,high,CheapFlights,Maybank,Stock_Gold_Insurance,Thursday,Morning,Acer,noon
female,30_40,technicians,moderate,Properties,Maybank,Stock_Gold_Insurance,Thursday,Morning,Samsung,evening
male,50_60,machinery,low,Properties,Maybank,Stock_Gold_Insurance,Wednesday,Noon,Acer,noon
female,below_20,student,moderate,Government_Policy,Maybank,Stock_Gold_Insurance,Tuesday,Morning,XiaoMi,evening
female,below_20,student,low,SellBuy_Cars,Hmetro,Breaking_News_Oil,Monday,Morning,XiaoMi,night
male,30_40,student,low,eBanking,Hmetro,Breaking_News_Oil,Monday,Morning,Sony,afternoon
female,20_30,sales,high,Properties,Hmetro,Breaking_News_Oil,Monday,Morning,Nokia,evening
female,below_20,machinery,high,CheapFlights,Hmetro,Breaking_News_Oil,Monday,Morning,HTC,night
male,below_20,admin,low,SellBuy_Cars,Hmetro,Breaking_News_Oil,Sunday,Evening,Samsung,evening
female,20_30,housewife,high,Government_Policy,AirAsia,AirFarePromotion,Friday,Morning,XiaoMi,evening
female,30_40,student,low,eBanking,AirAsia,AirFarePromotion,Friday,Morning,HTC,night
female,20_30,student,low,Properties,AirAsia,AirFarePromotion,Friday,Morning,Apple,noon
female,20_30,housewife,moderate,eBanking,AirAsia,AirFarePromotion,Friday,Morning,Nokia,evening
male,30_40,sales,high,Properties,AirAsia,AirFarePromotion,Wednesday,Morning,HTC,noon
male,20_30,machinery,moderate,CheapFlights,AirAsia,AirFarePromotion,Wednesday,Morning,Apple,afternoon
male,below_20,student,low,Government_Policy,AirAsia,AirFarePromotion,Wednesday,Morning,HTC,afternoon
male,20_30,admin,low,CheapFlights,AirAsia,AirFarePromotion,Wednesday,Morning,Apple,morning
male,below_20,housewife,moderate,Government_Policy,AirAsia,AirFarePromotion,Wednesday,Morning,Acer,night
male,below_20,housewife,low,Vacation_Deals,AirAsia,AirFarePromotion,Wednesday,Morning,Nokia,morning
male,20_30,admin,high,eBanking,AirAsia,AirFarePromotion,Wednesday,Morning,Sony,morning
female,50_60,housewife,high,Properties,AirAsia,AirFarePromotion,Wednesday,Morning,Nokia,morning
female,50_60,machinery,low,CheapFlights,AirAsia,AirFarePromotion,Wednesday,Morning,Acer,night
male,30_40,technicians,moderate,Vacation_Deals,AirAsia,AirFarePromotion,Wednesday,Morning,XiaoMi,noon
male,50_60,technicians,moderate,eBanking,MalaysiaKini,CurrentPoliticalIssues,Sunday,Morning,Lenovo,evening
female,20_30,managers,moderate,SellBuy_Cars,Paultan,LatestCarModels,Saturday,Night,Sony,night
male,50_60,technicians,moderate,Government_Policy,Paultan,LatestCarModels,Saturday,Night,Apple,afternoon
male,20_30,housewife,moderate,Government_Policy,lowyat,Gadgets,Sunday,Late_Night,HTC,morning
male,below_20,sales,moderate,Properties,MalaysiaKini,CurrentPoliticalIssues,Sunday,Afternoon,Sony,night
female,50_60,student,low,Properties,MalaysiaKini,CurrentPoliticalIssues,Sunday,Afternoon,Apple,noon
male,30_40,admin,low,SellBuy_Cars,MalaysiaKini,CurrentPoliticalIssues,Wednesday,Afternoon,Acer,night
female,30_40,machinery,moderate,SellBuy_Cars,MalaysiaKini,CurrentPoliticalIssues,Wednesday,Afternoon,Nokia,noon
male,30_40,admin,high,Vacation_Deals,MalaysiaKini,CurrentPoliticalIssues,Wednesday,Afternoon,Acer,night
male,50_60,sales,high,SellBuy_Cars,MalaysiaKini,CurrentPoliticalIssues,Wednesday,Afternoon,Apple,noon
male,below_20,machinery,high,Vacation_Deals,Maybank,Stock_Gold_Insurance,Sunday,Morning,Apple,noon
female,50_60,sales,high,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Sunday,Morning,Sony,noon
female,below_20,technicians,low,CheapFlights,Maybank,Stock_Gold_Insurance,Sunday,Morning,Samsung,afternoon
male,50_60,machinery,high,CheapFlights,Maybank,Stock_Gold_Insurance,Sunday,Morning,Sony,morning
male,below_20,machinery,moderate,Properties,Maybank,Stock_Gold_Insurance,Sunday,Morning,Samsung,evening
female,50_60,machinery,high,CheapFlights,Maybank,Stock_Gold_Insurance,Sunday,Morning,Acer,noon
female,below_20,managers,low,Properties,Maybank,Stock_Gold_Insurance,Sunday,Morning,Apple,night
male,50_60,admin,high,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Sunday,Morning,Lenovo,morning
male,20_30,admin,moderate,Government_Policy,Maybank,Stock_Gold_Insurance,Sunday,Morning,HTC,afternoon
female,30_40,machinery,moderate,CheapFlights,Maybank,Stock_Gold_Insurance,Sunday,Morning,Nokia,evening
female,50_60,admin,moderate,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Sunday,Morning,XiaoMi,night
male,30_40,machinery,low,CheapFlights,Maybank,Stock_Gold_Insurance,Sunday,Morning,XiaoMi,morning
female,50_60,housewife,low,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Sunday,Morning,XiaoMi,evening
female,30_40,technicians,moderate,eBanking,Maybank,Stock_Gold_Insurance,Friday,Afternoon,Acer,morning
male,50_60,sales,high,CheapFlights,Hmetro,Breaking_News_Oil,Sunday,Evening,HTC,morning
male,30_40,housewife,high,Vacation_Deals,Maybank,Stock_Gold_Insurance,Friday,Evening,Lenovo,noon
female,50_60,machinery,high,CheapFlights,Maybank,Stock_Gold_Insurance,Sunday,Night,Apple,morning
female,50_60,technicians,moderate,Vacation_Deals,Maybank,Stock_Gold_Insurance,Friday,Evening,Lenovo,morning
female,30_40,student,high,Vacation_Deals,Maybank,Stock_Gold_Insurance,Saturday,Afternoon,HTC,evening
male,below_20,technicians,high,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Monday,Noon,XiaoMi,noon
female,50_60,machinery,moderate,Government_Policy,Maybank,Stock_Gold_Insurance,Tuesday,Night,Sony,night
female,30_40,technicians,high,Properties,Maybank,Stock_Gold_Insurance,Thursday,Morning,Nokia,noon
female,20_30,managers,high,Vacation_Deals,Maybank,Stock_Gold_Insurance,Friday,Morning,Samsung,morning
female,below_20,student,high,Vacation_Deals,Maybank,Stock_Gold_Insurance,Thursday,Noon,Sony,evening
male,50_60,housewife,moderate,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Thursday,Noon,Lenovo,afternoon
male,below_20,managers,low,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Wednesday,Night,Acer,noon
male,below_20,student,moderate,CheapFlights,Maybank,Stock_Gold_Insurance,Monday,Morning,Lenovo,afternoon
male,50_60,sales,low,Properties,MalaysiaKini,CurrentPoliticalIssues,Tuesday,Noon,Nokia,noon
female,20_30,machinery,high,SellBuy_Cars,MalaysiaKini,CurrentPoliticalIssues,Tuesday,Noon,Samsung,afternoon
female,50_60,machinery,high,Government_Policy,Maybank,Stock_Gold_Insurance,Friday,Noon,XiaoMi,evening
male,below_20,housewife,moderate,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Sunday,Afternoon,Sony,noon
female,50_60,technicians,moderate,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Wednesday,Afternoon,XiaoMi,afternoon
male,20_30,student,low,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Wednesday,Afternoon,Lenovo,morning
female,20_30,student,moderate,Vacation_Deals,Maybank,Stock_Gold_Insurance,Monday,Afternoon,Lenovo,night
male,30_40,sales,low,Vacation_Deals,Maybank,Stock_Gold_Insurance,Thursday,Evening,HTC,morning
female,below_20,sales,high,Vacation_Deals,Maybank,Stock_Gold_Insurance,Sunday,Noon,Sony,night
male,50_60,machinery,moderate,eBanking,Maybank,Stock_Gold_Insurance,Wednesday,Noon,Acer,morning
male,50_60,admin,low,CheapFlights,Maybank,Stock_Gold_Insurance,Wednesday,Noon,Lenovo,evening
female,30_40,student,moderate,Government_Policy,Maybank,Stock_Gold_Insurance,Sunday,Morning,Nokia,afternoon
female,20_30,sales,high,eBanking,Maybank,Stock_Gold_Insurance,Wednesday,Afternoon,Sony,evening
female,20_30,housewife,high,Properties,Maybank,Stock_Gold_Insurance,Tuesday,Afternoon,Acer,night
male,30_40,machinery,low,CheapFlights,Maybank,Stock_Gold_Insurance,Saturday,Afternoon,Acer,night
female,below_20,sales,moderate,CheapFlights,Maybank,Stock_Gold_Insurance,Saturday,Morning,Acer,evening
female,below_20,housewife,moderate,Government_Policy,Maybank,Stock_Gold_Insurance,Thursday,Morning,Acer,afternoon
female,20_30,student,low,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Friday,Noon,Samsung,afternoon
female,50_60,technicians,low,Properties,Maybank,Stock_Gold_Insurance,Monday,Noon,Nokia,evening
female,50_60,admin,moderate,Government_Policy,Maybank,Stock_Gold_Insurance,Friday,Noon,XiaoMi,afternoon
female,20_30,housewife,high,Government_Policy,Maybank,Stock_Gold_Insurance,Wednesday,Noon,Sony,afternoon
male,30_40,managers,high,Vacation_Deals,Maybank,Stock_Gold_Insurance,Sunday,Noon,HTC,afternoon
female,below_20,machinery,moderate,Vacation_Deals,Maybank,Stock_Gold_Insurance,Saturday,Morning,Acer,morning
female,below_20,housewife,high,eBanking,Maybank,Stock_Gold_Insurance,Saturday,Afternoon,Samsung,night
female,below_20,sales,high,Properties,Maybank,Stock_Gold_Insurance,Tuesday,Evening,Apple,evening
female,50_60,managers,high,Vacation_Deals,Maybank,Stock_Gold_Insurance,Wednesday,Late_Night,XiaoMi,noon
male,20_30,sales,moderate,Government_Policy,Maybank,Stock_Gold_Insurance,Friday,Morning,Acer,morning
male,30_40,admin,moderate,CheapFlights,Maybank,Stock_Gold_Insurance,Friday,Noon,Acer,afternoon
female,30_40,technicians,moderate,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Friday,Morning,Apple,morning
male,50_60,admin,moderate,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Saturday,Afternoon,Nokia,afternoon
female,30_40,housewife,low,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Saturday,Afternoon,Sony,evening
female,below_20,managers,high,eBanking,Maybank,Stock_Gold_Insurance,Wednesday,Night,Lenovo,evening
female,20_30,sales,moderate,Vacation_Deals,Maybank,Stock_Gold_Insurance,Wednesday,Morning,Lenovo,morning
female,30_40,admin,high,Vacation_Deals,Maybank,Stock_Gold_Insurance,Wednesday,Morning,Lenovo,evening
male,20_30,technicians,low,CheapFlights,Maybank,Stock_Gold_Insurance,Sunday,Evening,Sony,night
male,30_40,admin,moderate,Government_Policy,Maybank,Stock_Gold_Insurance,Thursday,Noon,HTC,night
female,30_40,sales,moderate,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Thursday,Noon,XiaoMi,morning
female,below_20,admin,low,Properties,Maybank,Stock_Gold_Insurance,Friday,Morning,Apple,evening
male,30_40,machinery,moderate,eBanking,Maybank,Stock_Gold_Insurance,Friday,Morning,HTC,afternoon
female,50_60,student,high,Government_Policy,Maybank,Stock_Gold_Insurance,Thursday,Noon,HTC,evening
female,below_20,machinery,moderate,Vacation_Deals,Maybank,Stock_Gold_Insurance,Monday,Night,Nokia,noon
female,below_20,machinery,high,Government_Policy,Maybank,Stock_Gold_Insurance,Saturday,Night,Apple,night
female,20_30,managers,high,Properties,Maybank,Stock_Gold_Insurance,Wednesday,Morning,Acer,afternoon
female,30_40,housewife,high,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Wednesday,Morning,XiaoMi,night
female,20_30,machinery,moderate,Vacation_Deals,Maybank,Stock_Gold_Insurance,Wednesday,Afternoon,XiaoMi,afternoon
female,20_30,student,high,Government_Policy,Paultan,LatestCarModels,Sunday,Evening,Sony,afternoon
male,50_60,technicians,high,eBanking,Paultan,LatestCarModels,Sunday,Evening,Samsung,evening
female,20_30,technicians,low,eBanking,Paultan,LatestCarModels,Sunday,Evening,Sony,afternoon
female,50_60,technicians,low,Government_Policy,Paultan,LatestCarModels,Sunday,Evening,Nokia,noon
female,below_20,managers,low,Properties,Paultan,LatestCarModels,Sunday,Evening,Samsung,afternoon
male,below_20,student,low,SellBuy_Cars,Paultan,LatestCarModels,Sunday,Evening,Apple,night
male,50_60,housewife,high,CheapFlights,Paultan,LatestCarModels,Sunday,Evening,XiaoMi,noon
male,20_30,managers,low,Government_Policy,Paultan,LatestCarModels,Sunday,Afternoon,Sony,evening
female,50_60,managers,moderate,Vacation_Deals,Paultan,LatestCarModels,Tuesday,Night,HTC,evening
male,30_40,student,moderate,SellBuy_Cars,Paultan,LatestCarModels,Tuesday,Night,Apple,night
male,below_20,managers,low,eBanking,Paultan,LatestCarModels,Sunday,Noon,Acer,night
female,20_30,admin,high,CheapFlights,Paultan,LatestCarModels,Sunday,Noon,Samsung,afternoon
male,30_40,managers,high,eBanking,Paultan,LatestCarModels,Sunday,Noon,Acer,night
male,30_40,student,high,SellBuy_Cars,Paultan,LatestCarModels,Sunday,Noon,Samsung,noon
male,below_20,technicians,low,eBanking,Paultan,LatestCarModels,Wednesday,Noon,XiaoMi,night
female,30_40,housewife,moderate,SellBuy_Cars,Paultan,LatestCarModels,Wednesday,Noon,Samsung,afternoon
female,below_20,housewife,moderate,eBanking,Paultan,LatestCarModels,Wednesday,Noon,XiaoMi,afternoon
female,30_40,student,high,Government_Policy,Paultan,LatestCarModels,Tuesday,Morning,Samsung,noon
female,50_60,machinery,moderate,CheapFlights,Paultan,LatestCarModels,Tuesday,Morning,Lenovo,morning
male,20_30,managers,moderate,CheapFlights,Paultan,LatestCarModels,Tuesday,Morning,XiaoMi,noon
female,50_60,sales,moderate,Government_Policy,Maybank,Stock_Gold_Insurance,Saturday,Afternoon,Nokia,afternoon
male,below_20,student,moderate,SellBuy_Cars,Paultan,LatestCarModels,Monday,Afternoon,Samsung,noon
male,20_30,technicians,high,Properties,Paultan,LatestCarModels,Thursday,Morning,Lenovo,evening
male,30_40,housewife,low,eBanking,Paultan,LatestCarModels,Thursday,Morning,Acer,morning
male,20_30,managers,low,Vacation_Deals,Paultan,LatestCarModels,Thursday,Morning,Sony,night
female,30_40,housewife,moderate,Properties,Paultan,LatestCarModels,Thursday,Morning,Lenovo,night
male,below_20,student,moderate,Properties,Paultan,LatestCarModels,Thursday,Noon,Lenovo,morning
male,50_60,managers,high,Vacation_Deals,Paultan,LatestCarModels,Thursday,Noon,Lenovo,noon
female,50_60,technicians,high,eBanking,Paultan,LatestCarModels,Thursday,Noon,Acer,morning
male,20_30,machinery,high,eBanking,Paultan,LatestCarModels,Wednesday,Night,Nokia,evening
female,50_60,machinery,low,CheapFlights,Paultan,LatestCarModels,Wednesday,Night,XiaoMi,evening
female,50_60,sales,low,eBanking,Paultan,LatestCarModels,Wednesday,Night,Sony,afternoon
female,20_30,managers,moderate,Vacation_Deals,Paultan,LatestCarModels,Wednesday,Night,HTC,morning
male,50_60,student,high,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Wednesday,Morning,XiaoMi,evening
male,below_20,housewife,high,Government_Policy,Paultan,LatestCarModels,Friday,Morning,Samsung,morning
female,20_30,sales,low,Properties,Paultan,LatestCarModels,Friday,Morning,Sony,night
female,below_20,admin,low,Properties,Paultan,LatestCarModels,Friday,Morning,Lenovo,morning
male,20_30,technicians,moderate,CheapFlights,Paultan,LatestCarModels,Friday,Morning,Apple,noon
male,20_30,housewife,low,eBanking,Paultan,LatestCarModels,Friday,Morning,Lenovo,evening
male,50_60,machinery,low,Properties,Paultan,LatestCarModels,Friday,Morning,Nokia,night
female,20_30,housewife,moderate,eBanking,Paultan,LatestCarModels,Tuesday,Afternoon,HTC,evening
female,30_40,technicians,moderate,Vacation_Deals,Paultan,LatestCarModels,Tuesday,Afternoon,HTC,night
male,20_30,machinery,low,Vacation_Deals,Paultan,LatestCarModels,Tuesday,Afternoon,HTC,morning
male,below_20,technicians,high,CheapFlights,Paultan,LatestCarModels,Wednesday,Morning,Apple,noon
male,20_30,technicians,moderate,CheapFlights,Paultan,LatestCarModels,Wednesday,Morning,XiaoMi,morning
male,50_60,machinery,low,Properties,Paultan,LatestCarModels,Wednesday,Morning,Sony,night
female,30_40,managers,moderate,Government_Policy,Paultan,LatestCarModels,Wednesday,Morning,Nokia,evening
female,30_40,managers,low,Vacation_Deals,Paultan,LatestCarModels,Wednesday,Morning,Apple,night
male,below_20,machinery,moderate,CheapFlights,Paultan,LatestCarModels,Friday,Afternoon,Samsung,evening
male,below_20,technicians,low,Government_Policy,Paultan,LatestCarModels,Friday,Afternoon,Acer,noon
female,below_20,technicians,moderate,Properties,Paultan,LatestCarModels,Friday,Afternoon,Apple,noon
female,50_60,managers,high,Government_Policy,Paultan,LatestCarModels,Friday,Morning,Apple,morning
male,20_30,technicians,high,Government_Policy,Paultan,LatestCarModels,Friday,Morning,XiaoMi,noon
male,below_20,housewife,high,Vacation_Deals,Paultan,LatestCarModels,Friday,Morning,Sony,night
male,50_60,machinery,high,SellBuy_Cars,Paultan,LatestCarModels,Thursday,Noon,Apple,noon
male,50_60,student,moderate,eBanking,Paultan,LatestCarModels,Thursday,Noon,Sony,morning
male,30_40,admin,high,Vacation_Deals,Paultan,LatestCarModels,Thursday,Noon,Nokia,afternoon
female,50_60,sales,low,Vacation_Deals,Paultan,LatestCarModels,Thursday,Morning,HTC,night
female,50_60,housewife,low,Government_Policy,Paultan,LatestCarModels,Thursday,Morning,Sony,morning
male,50_60,managers,moderate,SellBuy_Cars,Paultan,LatestCarModels,Thursday,Morning,HTC,afternoon
female,20_30,admin,moderate,SellBuy_Cars,lowyat,Gadgets,Thursday,Morning,Nokia,noon
female,50_60,sales,moderate,Properties,Paultan,LatestCarModels,Thursday,Morning,Nokia,evening
female,50_60,sales,moderate,CheapFlights,Paultan,LatestCarModels,Thursday,Morning,Sony,evening
female,30_40,managers,high,CheapFlights,Paultan,LatestCarModels,Thursday,Morning,Sony,noon
female,20_30,housewife,high,Properties,Paultan,LatestCarModels,Thursday,Morning,Acer,noon
male,20_30,sales,moderate,eBanking,Paultan,LatestCarModels,Wednesday,Morning,Sony,noon
female,below_20,sales,moderate,SellBuy_Cars,Paultan,LatestCarModels,Wednesday,Morning,HTC,evening
male,20_30,admin,moderate,Vacation_Deals,Paultan,LatestCarModels,Wednesday,Morning,Acer,noon
male,30_40,housewife,moderate,eBanking,Paultan,LatestCarModels,Tuesday,Evening,XiaoMi,afternoon
female,20_30,sales,moderate,Government_Policy,Mudah,Cheap_Secondhand,Thursday,Noon,XiaoMi,noon
female,30_40,machinery,moderate,eBanking,Mudah,Cheap_Secondhand,Thursday,Noon,Apple,night
female,below_20,managers,low,eBanking,Mudah,Cheap_Secondhand,Thursday,Noon,Acer,afternoon
male,30_40,machinery,moderate,Properties,Mudah,Cheap_Secondhand,Thursday,Noon,Lenovo,afternoon
female,50_60,technicians,low,Properties,Mudah,Cheap_Secondhand,Thursday,Noon,XiaoMi,night
male,30_40,sales,low,eBanking,Paultan,LatestCarModels,Friday,Morning,Lenovo,night
male,30_40,technicians,moderate,Government_Policy,Paultan,LatestCarModels,Friday,Morning,XiaoMi,noon
female,20_30,managers,low,SellBuy_Cars,Paultan,LatestCarModels,Friday,Morning,Lenovo,afternoon
female,20_30,student,moderate,eBanking,Paultan,LatestCarModels,Friday,Evening,Acer,night
female,30_40,machinery,low,eBanking,Paultan,LatestCarModels,Friday,Evening,Sony,evening
female,below_20,managers,high,SellBuy_Cars,Paultan,LatestCarModels,Friday,Evening,Sony,noon
male,20_30,managers,high,SellBuy_Cars,Paultan,LatestCarModels,Friday,Evening,Samsung,evening
female,below_20,machinery,moderate,Vacation_Deals,Paultan,LatestCarModels,Friday,Evening,Nokia,night
female,50_60,student,moderate,SellBuy_Cars,Mudah,Cheap_Secondhand,Tuesday,Morning,Lenovo,afternoon
female,50_60,admin,low,SellBuy_Cars,Paultan,LatestCarModels,Saturday,Morning,XiaoMi,evening
female,30_40,technicians,high,Properties,Paultan,LatestCarModels,Saturday,Morning,Apple,afternoon
male,below_20,admin,high,Vacation_Deals,Paultan,LatestCarModels,Saturday,Evening,HTC,afternoon
female,30_40,housewife,high,eBanking,Paultan,LatestCarModels,Saturday,Evening,Apple,morning
male,20_30,machinery,high,Government_Policy,Paultan,LatestCarModels,Saturday,Evening,Apple,afternoon
female,50_60,housewife,moderate,Vacation_Deals,Paultan,LatestCarModels,Monday,Morning,XiaoMi,noon
male,30_40,admin,low,Government_Policy,Paultan,LatestCarModels,Monday,Morning,HTC,morning
female,50_60,sales,high,SellBuy_Cars,Paultan,LatestCarModels,Monday,Morning,Sony,night
female,50_60,machinery,moderate,eBanking,Paultan,LatestCarModels,Monday,Morning,Acer,afternoon
male,20_30,admin,high,Vacation_Deals,Paultan,LatestCarModels,Monday,Morning,Lenovo,morning
female,20_30,housewife,moderate,CheapFlights,Paultan,LatestCarModels,Monday,Morning,Apple,morning
male,30_40,sales,low,eBanking,Paultan,LatestCarModels,Monday,Morning,Acer,evening
female,20_30,technicians,low,SellBuy_Cars,Paultan,LatestCarModels,Monday,Morning,Nokia,afternoon
female,30_40,student,high,eBanking,Paultan,LatestCarModels,Monday,Morning,HTC,evening
male,30_40,managers,low,Properties,Paultan,LatestCarModels,Monday,Morning,Acer,afternoon
female,below_20,admin,moderate,Vacation_Deals,Paultan,LatestCarModels,Monday,Morning,Nokia,evening
female,30_40,housewife,low,CheapFlights,Hmetro,Breaking_News_Oil,Wednesday,Morning,Apple,evening
male,50_60,managers,high,eBanking,Hmetro,Breaking_News_Oil,Wednesday,Morning,Samsung,noon
female,30_40,machinery,moderate,SellBuy_Cars,Hmetro,Breaking_News_Oil,Wednesday,Morning,Samsung,night
female,50_60,admin,high,eBanking,Hmetro,Breaking_News_Oil,Wednesday,Morning,Samsung,night
male,50_60,sales,high,SellBuy_Cars,Maybank,Stock_Gold_Insurance,Thursday,Morning,Nokia,night
male,below_20,technicians,high,Vacation_Deals,Mudah,Cheap_Secondhand,Tuesday,Evening,Nokia,evening
female,30_40,student,high,CheapFlights,MalaysiaKini,CurrentPoliticalIssues,Saturday,Morning,HTC,morning
male,30_40,student,low,Properties,MalaysiaKini,CurrentPoliticalIssues,Saturday,Morning,HTC,afternoon
female,30_40,sales,moderate,eBanking,MalaysiaKini,CurrentPoliticalIssues,Sunday,Late_Night,Apple,evening
male,20_30,technicians,high,eBanking,MalaysiaKini,CurrentPoliticalIssues,Sunday,Late_Night,Apple,night
female,20_30,sales,moderate,Properties,MalaysiaKini,CurrentPoliticalIssues,Sunday,Late_Night,Lenovo,afternoon
male,below_20,machinery,low,eBanking,MalaysiaKini,CurrentPoliticalIssues,Sunday,Late_Night,XiaoMi,afternoon
male,30_40,sales,high,SellBuy_Cars,MalaysiaKini,CurrentPoliticalIssues,Sunday,Late_Night,Nokia,morning
male,below_20,housewife,low,eBanking,MalaysiaKini,CurrentPoliticalIssues,Sunday,Late_Night,XiaoMi,noon
